lsoa11cd,pop_adjusted_beds
E01009951,0.227937195
E01009952,0.216106448
E01009953,0.150726839
E01009954,0.15658838
E01009955,0.143174821
E01009956,0.197329157
E01009957,0.278587512
E01009958,0.150845623
E01009959,0.138637513
E01009960,0.20945546
E01009961,0.159144644
E01009962,0.240664099
E01009963,0.272699007
E01009964,0.260818401
E01009965,0.366846115
E01009966,0.286699641
E01009967,0.171986159
E01009968,0.159504902
E01009969,0.27014857
E01009970,0.199113488
E01009971,0.199641855
E01009972,0.126102908
E01009973,0.191532396
E01009974,0.13376164
E01009975,0.138042013
E01009976,0.190277292
E01009977,0.24744279
E01009978,0.1931043
E01009979,0.215269831
E01009980,0.169415965
E01009981,0.1845416
E01009982,0.313508942
E01009983,0.205625021
E01009985,0.189614689
E01009986,0.259793962
E01009987,0.195867029
E01009988,0.153329397
E01009989,0.190116684
E01009991,0.159304642
E01009992,0.233096899
E01009993,0.160131679
E01009994,0.175687405
E01009995,0.172823009
E01009996,0.1665455
E01009997,0.217621373
E01009998,0.181814235
E01009999,0.208200682
E01010000,0.173596174
E01010001,0.156989747
E01010002,0.180193213
E01010003,0.24695533
E01010004,0.169010064
E01010005,0.215815161
E01010006,0.162450315
E01010007,0.20866761
E01010008,0.170665231
E01010009,0.232749477
E01010010,0.203960375
E01010011,0.107469077
E01010012,0.187122542
E01010013,0.167885667
E01010014,0.134653493
E01010015,0.185950338
E01010016,0.299263315
E01010017,0.158042577
E01010018,0.172162847
E01010019,0.317274048
E01010020,0.187688496
E01010021,0.210484669
E01010022,0.184844115
E01010023,0.13779959
E01010024,0.16013408
E01010025,0.172467798
E01010026,0.150582988
E01010027,0.195662413
E01010028,0.223857015
E01010029,0.279914011
E01010030,0.180181372
E01010031,0.22354773
E01010032,0.48350111
E01010033,0.201566914
E01010034,0.279418158
E01010035,0.1173799
E01010036,0.279292188
E01010037,0.262996131
E01010038,0.246500479
E01010039,0.239374218
E01010040,0.154271206
E01010041,0.166023133
E01010042,0.137447897
E01010043,0.136467774
E01010044,0.206614231
E01010045,0.191654564
E01010046,0.336857332
E01010047,0.226978117
E01010048,0.266431035
E01010049,0.203596582
E01010050,0.260621603
E01010051,0.294999711
E01010052,0.35451274
E01010053,0.270813592
E01010054,0.164660705
E01010055,0.295693901
E01010056,0.207853825
E01010057,0.160706045
E01010058,0.227707911
E01010059,0.400324564
E01010060,0.276944456
E01010061,0.328711161
E01010062,0.203661812
E01010063,0.416124776
E01010064,0.217634256
E01010065,0.358270547
E01010066,0.16236193
E01010067,0.258942141
E01010068,0.13969632
E01010069,0.226452541
E01010070,0.186724239
E01010071,0.280188901
E01010072,0.231270258
E01010073,0.214005
E01010074,0.118957773
E01010075,0.364362214
E01010076,0.19646585
E01010077,0.189919806
E01010078,0.136017761
E01010079,0.177285624
E01010080,0.246742557
E01010081,0.144136649
E01010082,0.202897033
E01010083,0.219234241
E01010084,0.234189644
E01010085,0.133284802
E01010086,0.158068251
E01010087,0.193722883
E01010088,0.268013555
E01010089,0.187797991
E01010090,0.133665738
E01010091,0.175133626
E01010092,0.158072646
E01010093,0.206850975
E01010094,0.25133165
E01010095,0.290276452
E01010096,0.123308257
E01010097,0.093257193
E01010098,0.171387479
E01010099,0.178639401
E01010100,0.150293635
E01010101,0.125115251
E01010102,0.180177305
E01010103,0.187417645
E01010104,0.142146318
E01010105,0.228465478
E01010106,0.224214742
E01010107,0.270958277
E01010108,0.104827583
E01010109,0.143002338
E01010110,0.141527374
E01010111,0.25282263
E01010112,0.186132274
E01010113,0.179455634
E01010114,0.11731862
E01010115,0.11254865
E01010116,0.12286919
E01010117,0.155147827
E01010118,0.162804079
E01010119,0.130642378
E01010120,0.13784876
E01010121,0.134173122
E01010122,0.112087299
E01010123,0.136056759
E01010124,0.118769743
E01010125,0.14004085
E01010126,0.219830453
E01010127,0.202260611
E01010128,0.165227911
E01010129,0.190655808
E01010130,0.156771645
E01010131,0.218341544
E01010132,0.137961795
E01010133,0.108196998
E01010134,0.160758389
E01010135,0.141198665
E01010136,0.209253028
E01010137,0.136089681
E01010138,0.172465261
E01010139,0.208361043
E01010140,0.212075575
E01010141,0.295146919
E01010142,0.311795921
E01010143,0.205008904
E01010144,0.143303707
E01010145,0.152699945
E01010146,0.216380326
E01010147,0.344272916
E01010148,0.230661552
E01010149,0.14553312
E01010150,0.103380544
E01010151,0.107503732
E01010152,0.150392981
E01010153,0.094465535
E01010154,0.07086005
E01010155,0.099209158
E01010156,0.11650683
E01010157,0.260672388
E01010158,0.153328793
E01010159,0.212741305
E01010160,0.123633492
E01010161,0.149278054
E01010162,0.141228469
E01010163,0.190410781
E01010164,0.098932237
E01010165,0.112169368
E01010166,0.109988629
E01010167,0.115348316
E01010168,0.099294436
E01010169,0.0985397
E01010170,0.123032408
E01010171,0.112916085
E01010172,0.140863373
E01010173,0.123794841
E01010174,0.148136993
E01010175,0.095228124
E01010176,0.124509284
E01010177,0.167510374
E01010178,0.10183672
E01010179,0.07832373
E01010180,0.136508692
E01010181,0.108901249
E01010183,0.113449368
E01010184,0.159440171
E01010185,0.113383147
E01010186,0.116450733
E01010187,0.224347598
E01010188,0.102886799
E01010189,0.127625008
E01010190,0.148152991
E01010191,0.076730847
E01010192,0.103388156
E01010193,0.136337695
E01010194,0.147467685
E01010195,0.111635929
E01010196,0.108053095
E01010197,0.091376194
E01010198,0.097966974
E01010199,0.114051672
E01010200,0.100048235
E01010201,0.090021783
E01010202,0.134373975
E01010203,0.132345376
E01010204,0.199355353
E01010205,0.149799143
E01010206,0.152719801
E01010207,0.132976242
E01010208,0.117934505
E01010209,0.124575583
E01010210,0.095571522
E01010211,0.083355389
E01010212,0.126091085
E01010213,0.107227672
E01010214,0.145795578
E01010215,0.124173397
E01010216,0.157637282
E01010217,0.105419039
E01010218,0.126748959
E01010219,0.120625774
E01010220,0.136265125
E01010221,0.100131715
E01010222,0.11590941
E01010223,0.20266872
E01010225,0.179196633
E01010226,0.065490886
E01010227,0.086944529
E01010228,0.128093645
E01010229,0.114990683
E01010230,0.130631387
E01010231,0.095493946
E01010232,0.172271821
E01010233,0.128775565
E01010234,0.228131573
E01010235,0.191979233
E01010236,0.257142332
E01010237,0.122659399
E01010238,0.199135225
E01010239,0.198324166
E01010240,0.245071332
E01010241,0.055419781
E01010242,0.126724687
E01010243,0.090084096
E01010244,0.21273467
E01010245,0.096841779
E01010246,0.133740739
E01010247,0.107054758
E01010248,0.121473334
E01010249,0.169745335
E01010250,0.12797238
E01010251,0.14262659
E01010252,0.128973963
E01010253,0.154898083
E01010254,0.172987169
E01010255,0.101942159
E01010256,0.128825915
E01010257,0.12717951
E01010258,0.161784222
E01010259,0.115374794
E01010260,0.156550048
E01010261,0.256822551
E01010262,0.194382186
E01010263,0.23310232
E01010264,0.173095327
E01010265,0.258079079
E01010266,0.24420855
E01010267,0.150650814
E01010268,0.285061562
E01010269,0.444219791
E01010270,0.208072295
E01010271,0.214036538
E01010272,0.21539153
E01010273,0.183509219
E01010274,0.221099064
E01010275,0.197686319
E01010277,0.17099695
E01010279,0.185447372
E01010282,0.312718106
E01010283,0.229208256
E01010284,0.155159788
E01010285,0.099569687
E01010286,0.176691215
E01010287,0.105828035
E01010288,0.173917464
E01010289,0.173138289
E01010290,0.10849579
E01010291,0.182534363
E01010292,0.114404147
E01010293,0.108435804
E01010294,0.211458819
E01010295,0.197644252
E01010296,0.164284984
E01010297,0.109709618
E01010298,0.209882368
E01010299,0.240398453
E01010300,0.169805295
E01010301,0.147964793
E01010302,0.166116135
E01010303,0.136970685
E01010304,0.091021763
E01010305,0.169961471
E01010306,0.133372659
E01010307,0.205612672
E01010308,0.135854123
E01010309,0.203091017
E01010310,0.199499248
E01010311,0.164438258
E01010312,0.207660581
E01010313,0.249097448
E01010314,0.157859597
E01010315,0.192518472
E01010316,0.214170298
E01010317,0.105944958
E01010318,0.190391332
E01010319,0.20263162
E01010320,0.162913091
E01010321,0.171863607
E01010322,0.179305131
E01010323,0.134519181
E01010324,0.16881276
E01010325,0.159595675
E01010326,0.151413965
E01010327,0.345759703
E01010328,0.145202804
E01010329,0.114478519
E01010330,0.198456232
E01010331,0.105924245
E01010332,0.115279598
E01010333,0.134813874
E01010334,0.124859446
E01010335,0.280017501
E01010336,0.244795952
E01010337,0.179324835
E01010338,0.221356248
E01010339,0.20422227
E01010340,0.310850544
E01010341,0.297987886
E01010342,0.408324106
E01010343,0.309328708
E01010344,0.270282145
E01010345,0.121091466
E01010346,0.127585969
E01010347,0.141813102
E01010348,0.128652404
E01010349,0.129054465
E01010350,0.175553585
E01010351,0.111641572
E01010352,0.087022835
E01010353,0.13338771
E01010354,0.121299171
E01010355,0.141560941
E01010356,0.140493762
E01010357,0.123655336
E01010358,0.190561139
E01010359,0.17457581
E01010360,0.176213177
E01010361,0.175819277
E01010362,0.213174639
E01010363,0.215681238
E01010364,0.363395932
E01010365,0.262888663
E01010366,0.224046048
E01010367,0.178518493
E01010368,0.239140948
E01010369,0.226983437
E01010370,0.218254019
E01010371,0.317500259
E01010372,0.245649614
E01010373,0.169052988
E01010374,0.217899466
E01010375,0.392475206
E01010376,0.141324881
E01010377,0.16152401
E01010378,0.165974473
E01010379,0.104066294
E01010380,0.087932096
E01010381,0.155327652
E01010382,0.112769686
E01010383,0.15205532
E01010384,0.155339173
E01010385,0.120636786
E01010386,0.095164764
E01010387,0.131329157
E01010388,0.129270819
E01010389,0.122006627
E01010390,0.122483492
E01010391,0.125309574
E01010392,0.12661006
E01010393,0.121812815
E01010394,0.157029915
E01010395,0.16413938
E01010396,0.153257101
E01010397,0.1736747
E01010398,0.122410891
E01010399,0.139015994
E01010400,0.129314864
E01010401,0.157249777
E01010402,0.183570459
E01010403,0.260419596
E01010404,0.144730805
E01010405,0.166430634
E01010406,0.154777371
E01010407,0.133728857
E01010408,0.248086316
E01010409,0.155240149
E01010410,0.140870831
E01010411,0.207453364
E01010412,0.145610525
E01010413,0.141622584
E01010414,0.14939339
E01010415,0.222863047
E01010416,0.148650841
E01010417,0.135775474
E01010418,0.150299212
E01010419,0.159328557
E01010420,0.168004918
E01010421,0.199007289
E01010422,0.104013297
E01010423,0.152400753
E01010424,0.143187087
E01010425,0.136629877
E01010426,0.118637745
E01010427,0.104090517
E01010428,0.216817399
E01010429,0.228169571
E01010430,0.188027052
E01010431,0.147746121
E01010432,0.150827095
E01010433,0.177643314
E01010434,0.148615276
E01010435,0.231782448
E01010436,0.120629077
E01010437,0.155944281
E01010438,0.118890956
E01010439,0.146414849
E01010440,0.115225258
E01010441,0.160013904
E01010442,0.175438029
E01010443,0.204300066
E01010444,0.115845478
E01010445,0.292316499
E01010446,0.131554457
E01010447,0.135686591
E01010448,0.140857783
E01010449,0.152311655
E01010450,0.137762319
E01010451,0.188947164
E01010452,0.189911108
E01010453,0.163760353
E01010454,0.185277196
E01010455,0.151500466
E01010456,0.44964327
E01010457,0.145017412
E01010458,0.142171263
E01010459,0.167905838
E01010460,0.162143742
E01010461,0.14150608
E01010462,0.155852191
E01010463,0.245360472
E01010464,0.148466125
E01010465,0.196116899
E01010466,0.322556064
E01010467,0.111996005
E01010468,0.142686736
E01010469,0.168096891
E01010470,0.203096323
E01010471,0.217746333
E01010472,0.236375403
E01010473,0.209190346
E01010474,0.123191203
E01010475,0.123654848
E01010476,0.19120626
E01010477,0.205988627
E01010478,0.378411513
E01010479,0.193610893
E01010480,0.340893275
E01010481,0.188995297
E01010482,0.184917871
E01010483,0.303255591
E01010484,0.270335045
E01010485,0.251389151
E01010486,0.23754147
E01010487,0.125971435
E01010488,0.099659198
E01010489,0.118999336
E01010490,0.131192244
E01010491,0.133071201
E01010492,0.143724958
E01010493,0.127272275
E01010494,0.134326869
E01010495,0.133973441
E01010496,0.171077301
E01010497,0.168805603
E01010498,0.175800923
E01010499,0.169320617
E01010500,0.261123038
E01010501,0.15391137
E01010502,0.19559689
E01010503,0.200440403
E01010504,0.090667727
E01010505,0.103045519
E01010506,0.217989088
E01010507,0.08179545
E01010508,0.273470849
E01010509,0.141405911
E01010510,0.169022843
E01010511,0.235177993
E01010512,0.171078168
E01010513,0.085525888
E01010514,0.133851182
E01010515,0.119703431
E01010516,0.134038008
E01010517,0.143330443
E01010518,0.101892923
E01010519,0.103380334
E01010520,0.114273094
E01010521,0.284351323
E01010522,0.365449922
E01010523,0.204744848
E01010524,0.262987432
E01010525,0.25315132
E01010526,0.49873307
E01010527,0.210108467
E01010528,0.404969192
E01010529,0.305230525
E01010530,0.272958175
E01010531,0.128542984
E01010532,0.172168885
E01010533,0.163130605
E01010534,0.212219292
E01010535,0.189717285
E01010536,0.11011057
E01010537,0.096522706
E01010538,0.160882252
E01010539,0.190533671
E01010540,0.090887048
E01010541,0.20415968
E01010542,0.201255727
E01010543,0.234726671
E01010544,0.12096351
E01010545,0.155478647
E01010546,0.082717978
E01010547,0.071120363
E01010548,0.089030224
E01010549,0.111450725
E01010550,0.080389397
E01010551,0.085513446
E01010552,0.10513723
E01010553,0.099849191
E01010554,0.118748639
E01010555,0.156698578
E01010556,0.16845094
E01010557,0.11069839
E01010558,0.087045431
E01010559,0.138278675
E01010560,0.130829053
E01010561,0.115470362
E01010562,0.133733306
E01010563,0.164724543
E01010564,0.222393582
E01010565,0.101640921
E01010566,0.12944972
E01010567,0.165891707
E01010568,0.110903037
E01010569,0.122212824
E01010570,0.093017722
E01010571,0.184736115
E01010572,0.122243756
E01010573,0.104685623
E01010574,0.101751556
E01010575,0.1035465
E01010576,0.125319572
E01010577,0.126977523
E01010578,0.10055991
E01010579,0.080351221
E01010580,0.075629714
E01010581,0.123943136
E01010582,0.154090034
E01010583,0.161075211
E01010584,0.120547798
E01010585,0.074391372
E01010586,0.086839461
E01010587,0.116583984
E01010588,0.12213729
E01010589,0.089948
E01010590,0.098583659
E01010591,0.112667868
E01010592,0.089778048
E01010593,0.083574614
E01010594,0.112091676
E01010595,0.141593237
E01010596,0.098180048
E01010597,0.214260299
E01010598,0.164679861
E01010599,0.314891575
E01010600,0.241498167
E01010601,0.202858527
E01010602,0.183856012
E01010603,0.173391626
E01010604,0.098377001
E01010605,0.241098825
E01010606,0.429800358
E01010607,0.486060283
E01010608,0.556977845
E01010609,0.218671906
E01010610,0.292186306
E01010611,0.196377466
E01010612,0.458693085
E01010613,0.252174123
E01010614,0.191472311
E01010615,0.246861632
E01010616,0.250516911
E01010617,0.436429999
E01010618,0.354712156
E01010619,0.304118978
E01010620,0.376674505
E01010621,0.390307491
E01010622,0.394059482
E01010623,0.307903582
E01010624,0.352227754
E01010625,0.522719491
E01010626,0.39641216
E01010627,0.399480483
E01010628,0.134666196
E01010629,0.255274116
E01010630,0.194925509
E01010631,0.295306419
E01010632,0.506511679
E01010633,0.162953756
E01010634,0.14517233
E01010635,0.216281943
E01010636,0.12467374
E01010637,0.304214489
E01010638,0.075735071
E01010639,0.073453751
E01010640,0.135755549
E01010641,0.076884373
E01010642,0.056735902
E01010643,0.137411006
E01010644,0.097765862
E01010645,0.09790726
E01010646,0.054160854
E01010647,0.078292906
E01010648,0.059190693
E01010649,0.236529973
E01010650,0.311210435
E01010651,0.190448838
E01010652,0.120322871
E01010653,0.193866556
E01010654,0.286018663
E01010655,0.348518426
E01010656,0.165848167
E01010657,0.222986614
E01010658,0.291267114
E01010659,0.254376755
E01010662,0.240485497
E01010663,0.24313746
E01010664,0.176405801
E01010665,0.221538003
E01010666,0.213178917
E01010667,0.283464533
E01010668,0.210135416
E01010669,0.223553838
E01010670,0.205480063
E01010671,0.257853249
E01010672,0.221878718
E01010673,0.329830994
E01010674,0.4416945
E01010675,0.14293542
E01010676,0.268807224
E01010677,0.331106311
E01010678,0.161966901
E01010679,0.259980606
E01010680,0.203370142
E01010681,0.178127402
E01010682,0.170334689
E01010683,0.220258004
E01010684,0.16180173
E01010685,0.13564495
E01010686,0.116492443
E01010687,0.182424789
E01010688,0.192099844
E01010689,0.235446804
E01010690,0.132444377
E01010691,0.080791919
E01010692,0.055682494
E01010693,0.07409191
E01010694,0.06674784
E01010695,0.074610421
E01010696,0.102060542
E01010697,0.067331387
E01010698,0.081793246
E01010699,0.085419857
E01010700,0.296315776
E01010701,0.230020008
E01010702,0.160265757
E01010703,0.141690703
E01010704,0.157122645
E01010705,0.089787156
E01010706,0.102663465
E01010707,0.077325425
E01010708,0.107494268
E01010709,0.069999264
E01010710,0.217981756
E01010711,0.125902204
E01010712,0.346616624
E01010713,0.170425826
E01010714,0.173958871
E01010715,0.178771536
E01010716,0.118403157
E01010717,0.162161778
E01010718,0.194637348
E01010719,0.192866689
E01010720,0.205292316
E01010721,0.138455404
E01010722,0.162891703
E01010723,0.354252355
E01010724,0.165483639
E01010725,0.146204429
E01010726,0.098050286
E01010727,0.085646176
E01010728,0.180896098
E01010729,0.101664846
E01010730,0.288278397
E01010731,0.443369341
E01010732,0.500908356
E01010733,0.330599515
E01010734,0.472249688
E01010735,0.393106113
E01010736,0.496569292
E01010737,0.310489389
E01010738,0.433306996
E01010739,0.336913734
E01010740,0.266472217
E01010741,0.173425856
E01010742,0.361028411
E01010743,0.292870624
E01010744,0.476377185
E01010745,0.350661662
E01010746,0.113363912
E01010747,0.192863914
E01010748,0.197033236
E01010749,0.188113692
E01010750,0.129121344
E01010751,0.134935207
E01010752,0.175616182
E01010753,0.104580619
E01010754,0.211135685
E01010755,0.306496327
E01010756,0.190436113
E01010758,0.224561708
E01010759,0.143168552
E01010760,0.143010607
E01010761,0.155626111
E01010762,0.263762404
E01010763,0.145780481
E01010764,0.079889952
E01010765,0.067344728
E01010766,0.090755656
E01010767,0.129385859
E01010768,0.148737098
E01010769,0.128180585
E01010770,0.123728645
E01010771,0.139981322
E01010772,0.135268025
E01010773,0.146295217
E01010774,0.117665099
E01010775,0.148682009
E01010776,0.185542208
E01010777,0.269330893
E01010778,0.187486506
E01010779,0.157846749
E01010781,0.279210365
E01010782,0.205268867
E01010783,0.164368683
E01010784,0.225900863
E01010785,0.159030339
E01010786,0.122105087
E01010787,0.127820352
E01010788,0.17305502
E01010789,0.218506804
E01010790,0.127524381
E01010791,0.184914358
E01010792,0.248401924
E01010793,0.3176956
E01010794,0.100252893
E01010795,0.156396602
E01010796,0.149066176
E01010797,0.166229929
E01010798,0.149102204
E01010799,0.179947036
E01010800,0.192117177
E01010801,0.270898731
E01010802,0.30118128
E01010803,0.33670648
E01010804,0.245040777
E01010805,0.202061355
E01010806,0.216414687
E01010807,0.2238033
E01010808,0.297256472
E01010809,0.229308604
E01010810,0.269926318
E01010811,0.381518149
E01010812,0.38790757
E01010813,0.352518251
E01010814,0.1906524
E01010815,0.245297265
E01010816,0.168273692
E01010817,0.144957686
E01010818,0.16021469
E01010819,0.335897827
E01010820,0.212214833
E01010821,0.344650443
E01010822,0.209127491
E01010824,0.290930343
E01010825,0.280617499
E01010826,0.436516109
E01010827,0.295216097
E01010828,0.189488252
E01010829,0.331755857
E01010830,0.375727587
E01010831,0.347629818
E01010832,0.246136893
E01010833,0.310233541
E01010834,0.482490165
E01010835,0.206852469
E01010836,0.426588938
E01010837,0.282240138
E01010838,0.469395987
E01010839,0.353695691
E01010840,0.230484446
E01010841,0.277681079
E01010842,0.298123858
E01010843,0.373870002
E01010845,0.158487725
E01010846,0.165616931
E01010847,0.203421447
E01010848,0.173646941
E01010849,0.145656502
E01010850,0.415308325
E01010851,0.183412933
E01010852,0.203421447
E01010853,0.227296981
E01010854,0.124053364
E01010855,0.098422086
E01010856,0.123642228
E01010857,0.094560762
E01010858,0.134386271
E01010859,0.088378613
E01010860,0.112875972
E01010861,0.087491807
E01010862,0.14140204
E01010863,0.126102523
E01010864,0.339995076
E01010865,0.145565123
E01010866,0.19378415
E01010867,0.245162261
E01010868,0.212684528
E01010869,0.14184935
E01010870,0.119842304
E01010871,0.175192649
E01010872,0.186451385
E01010873,0.158357271
E01010874,0.210814445
E01010875,0.080453951
E01010876,0.099971498
E01010877,0.130124667
E01010878,0.119429783
E01010879,0.09257349
E01010880,0.167929793
E01010881,0.129045629
E01010882,0.123654671
E01010883,0.094037007
E01010884,0.078185712
E01010885,0.08663456
E01010886,0.127200654
E01010887,0.09867676
E01010888,0.152588224
E01010889,0.090338564
E01010890,0.132128459
E01010891,0.13319713
E01010892,0.125657422
E01010893,0.1195504
E01010894,0.145574633
E01010895,0.128377811
E01010896,0.110725423
E01010897,0.105289521
E01010898,0.123361481
E01010899,0.121043447
E01010900,0.092055882
E01010901,0.091625309
E01010902,0.141150386
E01010903,0.079842705
E01010904,0.122526303
E01010905,0.130311636
E01010906,0.107907116
E01010907,0.16138554
E01010908,0.104481555
E01010909,0.116133346
E01010910,0.169397836
E01010911,0.10616413
E01010912,0.113384136
E01010913,0.097711576
E01010914,0.155509151
E01010915,0.12537199
E01010916,0.192229221
E01010917,0.092659487
E01010918,0.110338728
E01010919,0.113474092
E01010920,0.095792779
E01010921,0.128608613
E01010922,0.144607567
E01010923,0.157823105
E01010924,0.26741642
E01010925,0.184772778
E01010926,0.296619055
E01010927,0.074523028
E01010928,0.185098727
E01010929,0.2268884
E01010930,0.148613914
E01010931,0.142324927
E01010932,0.115051506
E01010933,0.122986978
E01010934,0.085523374
E01010935,0.10263729
E01010936,0.097178922
E01010937,0.113785825
E01010938,0.206088658
E01010939,0.120046934
E01010940,0.185219943
E01010941,0.21735798
E01010942,0.1541885
E01010943,0.17661129
E01010944,0.157126832
E01010945,0.097412118
E01010946,0.087130571
E01010947,0.100722218
E01010948,0.086971489
E01010949,0.127770888
E01010950,0.150792533
E01010951,0.12082119
E01010952,0.082416328
E01010953,0.106055004
E01010954,0.098436476
E01010955,0.114114088
E01010956,0.097189025
E01010957,0.113091756
E01010958,0.112156888
E01010959,0.097246798
E01010960,0.253807943
E01010961,0.279230404
E01010964,0.164734407
E01010965,0.200207863
E01010966,0.276736368
E01010967,0.196263675
E01010968,0.100386386
E01010969,0.101526636
E01010970,0.085693538
E01010971,0.083366905
E01010972,0.092844616
E01010973,0.070071234
E01010974,0.131383854
E01010975,0.064135287
E01010976,0.079714241
E01010977,0.095902894
E01010978,0.173000203
E01010979,0.15038949
E01010980,0.197491026
E01010981,0.152028852
E01010982,0.123048798
E01010983,0.090221187
E01010984,0.151988572
E01010985,0.134043823
E01010986,0.14669783
E01010987,0.077323513
E01010988,0.107231102
E01010989,0.1029346
E01010990,0.11330564
E01010991,0.099794227
E01010992,0.113377899
E01010993,0.146095193
E01010994,0.080835542
E01010995,0.293404498
E01010996,0.259909082
E01010997,0.083963005
E01010998,0.146675141
E01010999,0.113630257
E01011000,0.160373172
E01011001,0.337603937
E01011002,0.231974152
E01011003,0.251982346
E01011004,0.125995737
E01011005,0.081176326
E01011006,0.093417526
E01011007,0.159477027
E01011008,0.184688074
E01011009,0.100619723
E01011010,0.163760367
E01011011,0.072186227
E01011012,0.155470937
E01011013,0.117997264
E01011014,0.356702725
E01011015,0.187085458
E01011016,0.261953641
E01011017,0.276451564
E01011018,0.380012927
E01011019,0.202660543
E01011020,0.53403296
E01011021,0.150333101
E01011022,0.215241535
E01011023,0.203692285
E01011024,0.288285074
E01011025,0.331966444
E01011026,0.245642686
E01011027,0.228175009
E01011028,0.189908177
E01011029,0.250231138
E01011030,0.274043237
E01011031,0.135129082
E01011032,0.256285558
E01011033,0.203032368
E01011034,0.251535951
E01011035,0.271472561
E01011036,0.325108792
E01011037,0.213539614
E01011038,0.148807215
E01011039,0.097448748
E01011040,0.254414535
E01011041,0.16993071
E01011042,0.113276616
E01011043,0.15620413
E01011044,0.198031393
E01011045,0.151361307
E01011046,0.097712388
E01011047,0.071949929
E01011048,0.124584349
E01011049,0.165356934
E01011050,0.150427317
E01011051,0.156844393
E01011052,0.206748705
E01011053,0.145686055
E01011054,0.126061461
E01011055,0.18722763
E01011056,0.115074686
E01011057,0.166189286
E01011058,0.179476497
E01011059,0.331059191
E01011060,0.116173273
E01011061,0.124858156
E01011062,0.153701804
E01011063,0.105672312
E01011064,0.132702573
E01011065,0.230977207
E01011066,0.122226721
E01011067,0.110487129
E01011068,0.139314147
E01011069,0.122170623
E01011070,0.078680794
E01011071,0.07662959
E01011072,0.11806178
E01011073,0.107585511
E01011074,0.07525737
E01011075,0.098319763
E01011076,0.101433343
E01011077,0.122331437
E01011078,0.081533785
E01011079,0.116309823
E01011080,0.161615694
E01011081,0.158760958
E01011082,0.362085994
E01011083,0.082585336
E01011084,0.214826224
E01011085,0.079285314
E01011086,0.055740177
E01011087,0.080576557
E01011088,0.061484075
E01011089,0.138898672
E01011090,0.12829767
E01011091,0.125022902
E01011092,0.105406758
E01011093,0.204653409
E01011094,0.155913437
E01011095,0.114698177
E01011096,0.117099448
E01011097,0.128560496
E01011098,0.249235092
E01011099,0.108487318
E01011100,0.116672924
E01011101,0.238853215
E01011102,0.155467139
E01011103,0.156547916
E01011104,0.137720892
E01011105,0.196843129
E01011106,0.266854443
E01011107,0.471772817
E01011108,0.132854767
E01011109,0.089492952
E01011110,0.09383772
E01011111,0.088793271
E01011112,0.095356295
E01011113,0.060262464
E01011114,0.06945783
E01011115,0.065641932
E01011116,0.068629006
E01011117,0.066564607
E01011118,0.10105322
E01011119,0.080818658
E01011120,0.094984966
E01011121,0.288147394
E01011122,0.432492719
E01011123,0.172294256
E01011124,0.16154951
E01011125,0.180307183
E01011126,0.156602457
E01011127,0.208649637
E01011128,0.242160237
E01011129,0.208649637
E01011130,0.188099498
E01011132,0.099025064
E01011133,0.369440996
E01011134,0.432790225
E01011136,0.204498191
E01011137,0.324468892
E01011138,0.438604427
E01011139,0.291205293
E01011140,0.381294405
E01011141,0.509930844
E01011142,0.12805117
E01011143,0.380265365
E01011144,0.311168967
E01011145,0.094146659
E01011146,0.104192261
E01011147,0.116768999
E01011148,0.09820736
E01011149,0.197570697
E01011150,0.116342002
E01011151,0.096073568
E01011152,0.10482457
E01011153,0.092269092
E01011154,0.140802173
E01011155,0.082723768
E01011156,0.112443992
E01011157,0.238917159
E01011158,0.144528518
E01011159,0.102525287
E01011160,0.192249603
E01011161,0.201763321
E01011162,0.119993144
E01011163,0.159113192
E01011164,0.138905843
E01011165,0.278528999
E01011166,0.18759368
E01011167,0.153802966
E01011168,0.066346166
E01011169,0.064104962
E01011170,0.06490723
E01011171,0.091289158
E01011172,0.090105333
E01011173,0.078106533
E01011174,0.049534737
E01011175,0.098439207
E01011176,0.094575884
E01011177,0.057478697
E01011178,0.066756561
E01011179,0.056131549
E01011180,0.055595363
E01011181,0.068151704
E01011182,0.063516895
E01011183,0.061236635
E01011184,0.087412952
E01011185,0.06284591
E01011186,0.047126531
E01011187,0.063172379
E01011188,0.057795642
E01011189,0.05701479
E01011190,0.06933396
E01011191,0.08820088
E01011192,0.100545382
E01011193,0.104158125
E01011194,0.081990802
E01011195,0.099283663
E01011196,0.075198324
E01011197,0.087176827
E01011198,0.069951339
E01011199,0.080892017
E01011200,0.103407303
E01011201,0.075691711
E01011202,0.084724841
E01011203,0.080229098
E01011204,0.077298688
E01011205,0.096290052
E01011206,0.11030197
E01011207,0.0979273
E01011208,0.106696869
E01011209,0.077457474
E01011210,0.096541365
E01011211,0.073279452
E01011212,0.102365465
E01011213,0.098637931
E01011214,0.11515507
E01011215,0.086668468
E01011216,0.106382718
E01011217,0.093442807
E01011218,0.13902091
E01011219,0.108142029
E01011220,0.16926005
E01011221,0.105973877
E01011222,0.092052427
E01011223,0.152723768
E01011224,0.112477555
E01011225,0.180458068
E01011226,0.079651003
E01011227,0.097426692
E01011228,0.080270569
E01011229,0.193875445
E01011230,0.198978374
E01011231,0.138602325
E01011232,0.141011798
E01011233,0.129291284
E01011234,0.149358953
E01011235,0.136525647
E01011236,0.284297192
E01011237,0.172462256
E01011238,0.098279503
E01011239,0.129688788
